"solarSystemID","solarSystemName","regionID","regionName","security"
"30000118","Uanzin","10000001","Derelik","0.433972"
"30000119","Itamo","10000002","The Forge","0.671738"
"30000120","Mitsolen","10000002","The Forge","0.633706"
"30000121","Jatate","10000002","The Forge","0.637428"
"30000122","Mahtista","10000002","The Forge","0.658238"
"30000123","Vaankalen","10000002","The Forge","0.64717"
"30000124","Kylmabe","10000002","The Forge","0.731931"
"30000125","Ahtulaima","10000002","The Forge","0.612689"
"30000126","Geras","10000002","The Forge","0.650146"
"30000127","Sirseshin","10000002","The Forge","0.747993"
"30000128","Tuuriainas","10000002","The Forge","0.610849"
"30000129","Unpas","10000002","The Forge","0.945965"
"30000130","Shihuken","10000002","The Forge","0.874585"
"30000131","Nomaa","10000002","The Forge","0.606936"
"30000132","Ansila","10000002","The Forge","0.912017"
"30000133","Hirtamon","10000002","The Forge","0.974726"
"30000134","Hykkota","10000002","The Forge","0.823653"
"30000135","Outuni","10000002","The Forge","0.734172"
"30000136","Ohmahailen","10000002","The Forge","0.663811"
"30000137","Eskunen","10000002","The Forge","0.625294"
"30000138","Ikuchi","10000002","The Forge","0.986815"
"30000139","Urlen","10000002","The Forge","0.959995"
"30000140","Maurasi","10000002","The Forge","0.912748"
"30000141","Kisogo","10000002","The Forge","1"
"30000142","Jita","10000002","The Forge","0.945913"
"30000143","Niyabainen","10000002","The Forge","0.963924"
"30000144","Perimeter","10000002","The Forge","0.953123"
"30000145","New Caldari","10000002","The Forge","1"
"30000146","Saisio","10000002","The Forge","0.65244"
"30000147","Abagawa","10000002","The Forge","0.625298"
"30000148","Jakanerva","10000002","The Forge","0.743252"
"30000149","Gekutami","10000002","The Forge","0.699187"
"30000150","Hurtoken","10000002","The Forge","0.585978"
"30000151","Uoyonen","10000002","The Forge","0.69878"
"30000152","Hampinen","10000002","The Forge","0.541327"
"30000153","Poinen","10000002","The Forge","0.558053"
"30000154","Liekuri","10000002","The Forge","0.600608"
"30000155","Obanen","10000002","The Forge","0.561732"
"30000156","Josameto","10000002","The Forge","0.577656"
"30000157","Otela","10000002","The Forge","0.531907"
"30000158","Olo","10000002","The Forge","0.676041"
"30000159","Ikami","10000002","The Forge","0.532008"
"30000160","Reisen","10000002","The Forge","0.518561"
"30000161","Purjola","10000002","The Forge","0.520527"
"30000162","Maila","10000002","The Forge","0.440715"
"30000163","Akora","10000002","The Forge","0.324625"
"30000164","Messoya","10000002","The Forge","0.315086"
"30000165","Ishisomo","10000002","The Forge","0.650832"
"30000166","Airmia","10000002","The Forge","0.623113"
"30000167","Sakkikainen","10000002","The Forge","0.594889"
"30000168","Friggi","10000002","The Forge","0.509153"
"30000169","Ihakana","10000002","The Forge","0.380809"
"30000170","Vahunomi","10000002","The Forge","0.531592"
"30000171","Otitoh","10000002","The Forge","0.481667"
"30000172","Otomainen","10000002","The Forge","0.479159"
"30000173","Vattuolen","10000002","The Forge","0.708073"
"30000174","Onuse","10000002","The Forge","0.740427"
"30000175","Soshin","10000002","The Forge","0.634221"
"30000176","Keikaken","10000002","The Forge","0.721319"
"30000177","Ukkalen","10000002","The Forge","0.64512"
"30000178","Akkilen","10000002","The Forge","0.689046"
"30000179","Silen","10000002","The Forge","0.522203"
"30000180","Osmon","10000002","The Forge","0.680264"
"30000181","Korsiki","10000002","The Forge","0.643166"
"30000182","Inaya","10000002","The Forge","0.55235"
"30000183","Nuken","10000002","The Forge","0.761306"
"30000184","Uminas","10000002","The Forge","0.483909"
"30000185","Airaken","10000002","The Forge","0.503992"
"30000186","Oijanen","10000002","The Forge","0.351969"
"30000187","Wuos","10000002","The Forge","0.561774"
"30000188","Hentogaira","10000002","The Forge","0.566958"
"30000189","Kiainti","10000002","The Forge","0.528522"
"30000190","Vasala","10000002","The Forge","0.493712"
"30000191","Walvalin","10000002","The Forge","0.378683"
"30000192","Otanuomi","10000002","The Forge","0.372287"
"30000193","Vouskiaho","10000002","The Forge","0.500279"
"30000194","Otsela","10000002","The Forge","0.3844"
"30000195","Tasti","10000002","The Forge","0.282291"
"30000196","Otosela","10000002","The Forge","0.238157"
"30000197","Uemon","10000002","The Forge","0.197447"
"30000198","Paala","10000002","The Forge","0.134379"
"30000199","Fuskunen","10000002","The Forge","0.224637"
"30000200","Akkio","10000002","The Forge","0.162151"
"30000201","Uchoshi","10000002","The Forge","0.474179"
"30000202","Mastakomon","10000002","The Forge","0.456966"
"30000203","Eruka","10000002","The Forge","0.417261"
"30000204","Ohkunen","10000002","The Forge","0.384887"
"30000205","Obe","10000002","The Forge","0.346931"
"30000206","Wirashoda","10000002","The Forge","0.493636"
"30000207","Osaa","10000002","The Forge","0.329199"
"30010141","Sakenta","10000002","The Forge","0.979257"
"30020141","Senda","10000002","The Forge","0.906628"
"30021407","Aokannitoh","10000002","The Forge","0.970923"
"30030141","Uitra","10000002","The Forge","0.924096"
"30000208","LZ-6SU","10000003","Vale of the Silent","-0.172783"
"30000209","MC6O-F","10000003","Vale of the Silent","-0.280435"
"30000210","U54-1L","10000003","Vale of the Silent","-0.26807"
"30000211","B-588R","10000003","Vale of the Silent","-0.15477"
"30000212","NCGR-Q","10000003","Vale of the Silent","-0.260517"
"30000213","G-LOIT","10000003","Vale of the Silent","-0.157009"
"30000214","HE-V4V","10000003","Vale of the Silent","-0.214403"
"30000215","N-HSK0","10000003","Vale of the Silent","-0.36044"
"30000216","05R-7A","10000003","Vale of the Silent","-0.401776"
"30000217","7-UH4Z","10000003","Vale of the Silent","-0.363871"
"30000218","5ZO-NZ","10000003","Vale of the Silent","-0.303461"
"30000219","FS-RFL","10000003","Vale of the Silent","-0.370816"
"30000220","Y0-BVN","10000003","Vale of the Silent","-0.439537"
"30000221","X97D-W","10000003","Vale of the Silent","-0.427645"
"30000222","0-R5TS","10000003","Vale of the Silent","-0.218627"
"30000223","H-UCD1","10000003","Vale of the Silent","-0.172229"
"30000224","7-K5EL","10000003","Vale of the Silent","-0.150502"
"30000225","H-5GUI","10000003","Vale of the Silent","-0.140515"
"30000226","FH-TTC","10000003","Vale of the Silent","-0.137553"
"30000227","FMBR-8","10000003","Vale of the Silent","-0.138441"
"30000228","3HX-DL","10000003","Vale of the Silent","-0.423819"
"30000229","UH-9ZG","10000003","Vale of the Silent","-0.462584"
"30000230","NFM-0V","10000003","Vale of the Silent","-0.499123"
"30000231","YXIB-I","10000003","Vale of the Silent","-0.506995"
"30000232","MY-T2P","10000003","Vale of the Silent","-0.377081"
"30000233","FA-DMO","10000003","Vale of the Silent","-0.385583"
"30000234","GEKJ-9","10000003","Vale of the Silent","-0.386354"
"30000235","Q-R3GP","10000003","Vale of the Silent","-0.355138"
"30000236","N-5QPW","10000003","Vale of the Silent","-0.392558"
"30000237","XV-8JQ","10000003","Vale of the Silent","-0.394929"
"30000238","WBR5-R","10000003","Vale of the Silent","-0.515803"
"30000239","4GYV-Q","10000003","Vale of the Silent","-0.536556"
"30000240","4-HWWF","10000003","Vale of the Silent","-0.473026"
"30000241","YMJG-4","10000003","Vale of the Silent","-0.416894"
"30000242","8TPX-N","10000003","Vale of the Silent","-0.437192"
"30000243","PM-DWE","10000003","Vale of the Silent","-0.423653"
"30000244","K8X-6B","10000003","Vale of the Silent","-0.430215"
"30000245","X445-5","10000003","Vale of the Silent","-0.413754"
"30000246","KRUN-N","10000003","Vale of the Silent","-0.386697"
"30000247","9OO-LH","10000003","Vale of the Silent","-0.466964"
"30000248","V-OJEN","10000003","Vale of the Silent","-0.316843"
"30000249","EIDI-N","10000003","Vale of the Silent","-0.406106"
"30000250","P3EN-E","10000003","Vale of the Silent","-0.27488"
"30000251","49-0LI","10000003","Vale of the Silent","-0.320104"
"30000252","IPAY-2","10000003","Vale of the Silent","-0.339134"
"30000253","DAYP-G","10000003","Vale of the Silent","-0.392761"
"30000254","IFJ-EL","10000003","Vale of the Silent","-0.291599"
"30000255","47L-J4","10000003","Vale of the Silent","-0.261392"
"30000256","Q-L07F","10000003","Vale of the Silent","-0.322347"
"30000257","E-D0VZ","10000003","Vale of the Silent","-0.270339"
"30000258","6WW-28","10000003","Vale of the Silent","-0.226656"
"30000259","A8A-JN","10000003","Vale of the Silent","-0.270632"
"30000260","S-NJBB","10000003","Vale of the Silent","-0.281587"
"30000261","T-GCGL","10000003","Vale of the Silent","-0.733996"
"30000262","0MV-4W","10000003","Vale of the Silent","-0.662741"
"30000263","TVN-FM","10000003","Vale of the Silent","-0.645799"
"30000264","V-NL3K","10000003","Vale of the Silent","-0.763534"
"30000265","AZBR-2","10000003","Vale of the Silent","-0.709048"
"30000266","Z-8Q65","10000003","Vale of the Silent","-0.774685"
"30000267","0J3L-V","10000003","Vale of the Silent","-0.790707"
"30000268","H-NOU5","10000003","Vale of the Silent","-0.140606"
"30000269","KX-2UI","10000003","Vale of the Silent","-0.158274"
"30000270","MO-FIF","10000003","Vale of the Silent","-0.113224"
"30000271","97-M96","10000003","Vale of the Silent","-0.188873"
"30000272","MA-XAP","10000003","Vale of the Silent","-0.09721"
"30000273","C-J7CR","10000003","Vale of the Silent","-0.08548"
"30000274","Q-EHMJ","10000003","Vale of the Silent","-0.153372"
"30000275","XSQ-TF","10000003","Vale of the Silent","-0.155434"
"30000276","H-1EOH","10000003","Vale of the Silent","-0.171275"
"30000277","IR-DYY","10000003","Vale of the Silent","-0.159339"
"30000278","C-DHON","10000003","Vale of the Silent","-0.123955"
"30000279","F-D49D","10000003","Vale of the Silent","-0.190938"
"30000280","MQ-O27","10000003","Vale of the Silent","-0.128994"
"30000281","H-EY0P","10000003","Vale of the Silent","-0.156086"
"30000282","UNAG-6","10000003","Vale of the Silent","-0.223542"
"30000283","E-SCTX","10000003","Vale of the Silent","-0.208451"
"30000284","S6QX-N","10000003","Vale of the Silent","-0.217691"
"30000285","IT-YAU","10000003","Vale of the Silent","-0.15946"
"30000286","1VK-6B","10000003","Vale of the Silent","-0.169139"
"30000287","7-PO3P","10000003","Vale of the Silent","-0.257891"
"30000288","1W-0KS","10000003","Vale of the Silent","-0.102556"
"30000289","669-IX","10000003","Vale of the Silent","-0.270158"
"30000290","0R-F2F","10000003","Vale of the Silent","-0.312841"
"30000291","R-P7KL","10000003","Vale of the Silent","-0.263981"
"30000292","2DWM-2","10000003","Vale of the Silent","-0.204039"
"30000293","XF-PWO","10000003","Vale of the Silent","-0.312208"
"30000294","1N-FJ8","10000003","Vale of the Silent","-0.223295"
"30000295","VI2K-J","10000003","Vale of the Silent","-0.131782"
"30000296","ZLZ-1Z","10000003","Vale of the Silent","-0.171072"
"30000297","6Y-WRK","10000003","Vale of the Silent","-0.15566"
"30000298","RVCZ-C","10000003","Vale of the Silent","-0.142496"
"30000299","5T-KM3","10000003","Vale of the Silent","-0.165974"
"30000300","LS9B-9","10000003","Vale of the Silent","-0.19893"
"30000301","1-GBBP","10000003","Vale of the Silent","-0.771742"
"30000302","C-FP70","10000003","Vale of the Silent","-0.758771"
"30000303","T-ZWA1","10000003","Vale of the Silent","-0.751692"
"30000304","ZA0L-U","10000003","Vale of the Silent","-0.805105"
"30000305","G96R-F","10000003","Vale of the Silent","-0.87333"
"30000306","Y-ZXIO","10000003","Vale of the Silent","-0.900438"
"30000307","B-E3KQ","10000003","Vale of the Silent","-0.25547"
"30000308","Y5J-EU","10000003","Vale of the Silent","-0.218753"
"30000309","O-LR1H","10000003","Vale of the Silent","-0.247164"
"30000310","G5ED-Y","10000003","Vale of the Silent","-0.266606"
"30000311","BR-6XP","10000003","Vale of the Silent","-0.247888"
"30000312","8-TFDX","10000003","Vale of the Silent","-0.190766"
"30000313","UL-4ZW","10000003","Vale of the Silent","-0.408137"
"30000314","A-QRQT","10000003","Vale of the Silent","-0.127802"
"30000315","WMBZ-U","10000003","Vale of the Silent","-0.086599"
"30000316","PX5-LR","10000003","Vale of the Silent","-0.171644"
"30000317","A3-RQ3","10000003","Vale of the Silent","-0.296284"
"30000318","9-GBPD","10000003","Vale of the Silent","-0.159623"
"30000319","LS-JEP","10000003","Vale of the Silent","-0.243477"
"30000320","R-RSZZ","10000003","Vale of the Silent","-0.436439"
"30000321","MGAM-4","10000003","Vale of the Silent","-0.575365"
"30000322","VORM-W","10000003","Vale of the Silent","-0.558546"
"30000323","7G-H7D","10000003","Vale of the Silent","-0.357808"
"30000324","Q3-BAY","10000003","Vale of the Silent","-0.809914"
"30000325","JZV-F4","10000003","Vale of the Silent","-0.852424"
"30000326","WF-1LM","10000004","UUA-F4","-0.0019"
"30000327","D95-FQ","10000004","UUA-F4","-0.000212"
"30000328","ZSPJ-K","10000004","UUA-F4","-0.000276"
"30000329","U1F-86","10000004","UUA-F4","-0.000553"
"30000330","T-P7A6","10000004","UUA-F4","-0.001352"
"30000331","Y-T3JJ","10000004","UUA-F4","-0.000881"
"30000332","F3R-IA","10000004","UUA-F4","-0.001631"
"30000333","74-YTJ","10000004","UUA-F4","-0.004054"
"30000334","8-RS3U","10000004","UUA-F4","-0.000464"
"30000335","OVFN-N","10000004","UUA-F4","-0.000594"
"30000336","1Q-BBM","10000004","UUA-F4","-0.000489"
"30000337","WXNC-N","10000004","UUA-F4","-0.000554"
"30000338","G-EA07","10000004","UUA-F4","-0.001057"
"30000339","X-L6BO","10000004","UUA-F4","-0.001317"
"30000340","D-PHUA","10000004","UUA-F4","-0.000938"
"30000341","3-HXHQ","10000004","UUA-F4","-0.002486"
"30000342","18A-NB","10000004","UUA-F4","-0.001639"
"30000343","3-J5OQ","10000004","UUA-F4","-0.000715"
"30000344","GYF-GD","10000004","UUA-F4","-0.002092"
"30000345","W-6TS9","10000004","UUA-F4","-0.000613"
"30000346","VIG-VR","10000004","UUA-F4","-0.001785"
"30000347","KX-P5C","10000004","UUA-F4","-0.001098"
"30000348","N-FJBK","10000004","UUA-F4","-0.001239"
"30000349","2-4ZT5","10000004","UUA-F4","-0.001436"
"30000350","NVN-6F","10000004","UUA-F4","-0.001849"
"30000351","09-8TH","10000004","UUA-F4","-0.002014"
"30000352","TI0-AX","10000004","UUA-F4","-0.001735"
"30000353","7O-POM","10000004","UUA-F4","-0.000104"
"30000354","L6Q-SX","10000004","UUA-F4","-0.000158"
"30000355","BFJ-TB","10000004","UUA-F4","-0.000255"
"30000356","ZZ7-L6","10000004","UUA-F4","-0.000125"
"30000357","L-CHVW","10000004","UUA-F4","-0.000104"
"30000358","X0LN-U","10000004","UUA-F4","-0.000496"
"30000359","RQAE-M","10000004","UUA-F4","-0.000333"
"30000360","7CO-SA","10000004","UUA-F4","-0.000365"
"30000361","4G-E5A","10000004","UUA-F4","-0.00078"
"30000362","A-VWK9","10000004","UUA-F4","-0.000224"
"30000363","JQHP-4","10000004","UUA-F4","-0.000165"
"30000364","6Q5K-5","10000004","UUA-F4","-0.000253"
"30000365","P-MVFP","10000004","UUA-F4","-0.000172"
"30000366","J-Z1UW","10000004","UUA-F4","-0.000939"
"30000367","W477-P","10000004","UUA-F4","-0.000332"
"30000368","NQ1-BL","10000004","UUA-F4","-0.00077"
"30000369","K7A-G8","10000004","UUA-F4","-0.000665"
"30000370","HP-PMX","10000004","UUA-F4","-0.00046"
"30000371","6BN-K9","10000004","UUA-F4","-0.00041"
"30000372","WLE-PY","10000004","UUA-F4","-0.000818"
"30000373","EH-HXW","10000004","UUA-F4","-0.00034"
"30000374","OS-RR3","10000004","UUA-F4","-0.000635"
"30000375","V4-GZL","10000004","UUA-F4","-0.000244"
"30000376","4C-Z91","10000004","UUA-F4","-0.001621"
"30000377","RU-97T","10000004","UUA-F4","-1"
"30000378","1S-1V7","10000004","UUA-F4","-0.000898"
"30000379","PE1-R1","10000004","UUA-F4","-0.002211"
"30000380","Polaris","10000004","UUA-F4","-0.000633"
"30000381","JB-007","10000004","UUA-F4","-0.001171"
"30000382","USJ2-M","10000004","UUA-F4","-0.000198"
"30000383","7M-RAL","10000004","UUA-F4","-0.000266"
"30000384","LPBU-U","10000004","UUA-F4","-0.000175"
"30000385","RF-342","10000004","UUA-F4","-0.000157"
"30000386","J2V-XY","10000004","UUA-F4","-0.000298"
"30000387","Z-JBTR","10000004","UUA-F4","-0.00009"
"30000388","S-QNXH","10000004","UUA-F4","-0.000128"
"30000389","S94-X8","10000004","UUA-F4","-0.000204"
"30000390","J-YQEC","10000004","UUA-F4","-0.000331"
"30000391","8MX-OR","10000004","UUA-F4","-0.000437"
"30000392","97YC-C","10000004","UUA-F4","-0.000498"
"30000393","V-AMD5","10000004","UUA-F4","-0.000506"
"30000394","U-JC8X","10000004","UUA-F4","-0.00021"
"30000395","1HH3-E","10000004","UUA-F4","-0.000071"
"30000396","DUIU-Q","10000004","UUA-F4","-0.00005"
"30000397","LQH0-H","10000004","UUA-F4","-0.000031"
"30000398","FRW3-2","10000004","UUA-F4","-0.000037"
"30000399","9MX-1C","10000004","UUA-F4","-0.000042"
"30000400","IED-4U","10000004","UUA-F4","-0.000055"
"30000401","N-9EOQ","10000004","UUA-F4","-0.000031"
"30000402","6F3-TK","10000004","UUA-F4","-0.000094"
"30000403","2E0P-2","10000004","UUA-F4","-0.000053"
"30000404","U-ITH5","10000004","UUA-F4","-0.000046"
"30000405","N-4G5L","10000004","UUA-F4","-0.000077"
"30000406","RB-2EA","10000004","UUA-F4","-0.000042"
"30000407","ZK5-42","10000004","UUA-F4","-0.000125"
"30000408","YRZ-E4","10000004","UUA-F4","-0.000013"
"30000409","A3-PAT","10000004","UUA-F4","-0.000015"
"30000410","H55-2R","10000004","UUA-F4","-0.000014"
"30000411","P6-DBM","10000004","UUA-F4","-0.000019"
"30000412","9XI-0X","10000004","UUA-F4","-0.000011"
"30000413","Q8T-MC","10000004","UUA-F4","-0.000008"
"30000414","Z-YOJ9","10000004","UUA-F4","-0.001513"
"30000415","4T4B-L","10000004","UUA-F4","-0.001954"
"30000416","F-JB3H","10000004","UUA-F4","-0.003766"
"30000417","XBO7-F","10000004","UUA-F4","-0.00424"
"30000418","FI-449","10000004","UUA-F4","-0.004284"
"30000419","UA7-U4","10000004","UUA-F4","-0.005921"
"30000420","VM-QFU","10000004","UUA-F4","-0.000005"
"30000421","PU-1Z8","10000004","UUA-F4","-0.000005"
"30000422","IEZW-V","10000004","UUA-F4","-0.000003"
"30000423","B-DXO9","10000004","UUA-F4","-0.000002"
"30000424","1TS-WN","10000004","UUA-F4","-0.000001"
"30000425","16-31U","10000004","UUA-F4","-0.000001"
"30000426","H472-N","10000004","UUA-F4","-0.000001"
"30000427","U8MM-3","10000004","UUA-F4","-0.000008"
"30000428","3C-26I","10000004","UUA-F4","-0.000009"
"30000429","9K-VDI","10000004","UUA-F4","-0.000005"
"30000430","L-SDU7","10000004","UUA-F4","-0.000017"
"30000431","4-IPWK","10000004","UUA-F4","-0.000009"
"30000432","Q-KCK3","10000004","UUA-F4","-0.000017"
"30000433","WU-FHQ","10000005","Detorid","-0.260691"
"30000434","V-4DBR","10000005","Detorid","-0.322565"
"30000435","B-5UFY","10000005","Detorid","-0.401422"
"30000436","SK42-F","10000005","Detorid","-0.315869"
"30000437","EU9-J3","10000005","Detorid","-0.25102"
"30000438","PQRE-W","10000005","Detorid","-0.620413"
"30000439","OEG-K9","10000005","Detorid","-0.798487"
"30000440","0-W778","10000005","Detorid","-0.217466"
"30000441","DG-8VJ","10000005","Detorid","-0.352587"
"30000442","5J4K-9","10000005","Detorid","-0.201572"
"30000443","MD-0AW","10000005","Detorid","-0.199543"
"30000444","H-FGJO","10000005","Detorid","-0.205113"
"30000445","1KAW-T","10000005","Detorid","-0.402475"
"30000446","C5-SUU","10000005","Detorid","-0.509026"
"30000447","XSUD-1","10000005","Detorid","-0.337033"
"30000448","3-LJW3","10000005","Detorid","-0.615269"
"30000449","ZLO3-V","10000005","Detorid","-0.585749"
"30000450","P7MI-T","10000005","Detorid","-0.404885"
"30000451","JFV-ID","10000005","Detorid","-0.355765"
"30000452","3-3EZB","10000005","Detorid","-0.507582"
"30000453","52CW-6","10000005","Detorid","-0.458595"
"30000454","9-OUGJ","10000005","Detorid","-0.360652"
"30000455","4NDT-W","10000005","Detorid","-0.333607"
"30000456","GR-X26","10000005","Detorid","-0.323718"
"30000457","6OU9-U","10000005","Detorid","-0.315986"
"30000458","9N-0HF","10000005","Detorid","-0.262374"
"30000459","U-OVFR","10000005","Detorid","-0.309952"
"30000460","G3D-ZT","10000005","Detorid","-0.335146"
"30000461","D-0UI0","10000005","Detorid","-0.323092"
"30000462","L8-WNE","10000005","Detorid","-0.437693"
"30000463","1-GBVE","10000005","Detorid","-0.437498"
"30000464","GC-LTF","10000005","Detorid","-0.264347"
"30000465","NB-ALM","10000005","Detorid","-0.458769"
"30000466","LT-XI4","10000005","Detorid","-0.244602"
"30000467","L-QQ6P","10000005","Detorid","-0.35182"
"30000468","5OJ-G2","10000005","Detorid","-0.469137"
"30000469","9-02G0","10000005","Detorid","-0.474947"
"30000470","XA5-TY","10000005","Detorid","-0.530378"
"30000471","M-XUZZ","10000005","Detorid","-0.459449"
"30000472","OFVH-Y","10000005","Detorid","-0.300379"
"30000473","2-X0PF","10000005","Detorid","-0.377709"
"30000474","1-PGSG","10000005","Detorid","-0.496553"
"30000475","QLPX-J","10000005","Detorid","-0.278878"
"30000476","A-C5TC","10000005","Detorid","-0.241472"
"30000477","RZ-PIY","10000005","Detorid","-0.230585"
"30000478","FR46-E","10000005","Detorid","-0.269145"
"30000479","SLVP-D","10000005","Detorid","-0.572055"
"30000480","0-G8NO","10000005","Detorid","-0.686598"
"30000481","QRFJ-Q","10000005","Detorid","-0.52733"
"30000482","HZFJ-M","10000005","Detorid","-0.714063"
"30000483","77S8-E","10000005","Detorid","-0.819774"
"30000484","FMH-OV","10000005","Detorid","-0.901115"
"30000485","TYB-69","10000005","Detorid","-0.336896"
"30000486","EDQG-L","10000005","Detorid","-0.21422"
"30000487","7-P1JO","10000005","Detorid","-0.248771"
